,,,,,,,,,,,
Time stamp,Inside_humidity (in %rH),Inside_temperature (in �C),Inside_pressure (in mbar),Soil_moisture (in %VWC),Soil_temperature (in �C),Inside_CO2_ratio (in ppm),Outside_humidity (in %rH),Outside_temperature (in �C),Outside_pressure (in mbar),Outside_PAR (in �mol m^-2 s^-1),Power_box_charge (in V)
7/20/2019 10:49:36.843940249,83.459364,28.131132,1006.682389,19.899102,25.742776,695.788355,79.298591,28.930197,1005.910196,12.607079,11.840729
7/20/2019 10:49:37.843940249,83.373942,28.172559,1005.455697,18.757605,25.348671,689.00844,78.808949,28.724238,1005.583909,17.427879,11.828888
7/20/2019 10:49:38.843940249,83.446222,28.198844,1005.276546,19.54113,25.692691,692.979921,79.179867,28.868878,1004.861,11.342146,11.832712
7/20/2019 10:49:39.843940249,83.472506,27.96026,1005.447575,19.18207,25.56399,692.801853,79.150824,28.817518,1005.130671,7.825055,11.876396
7/20/2019 10:49:40.843940249,83.189956,28.068468,1005.702029,20.017045,25.707672,696.578837,79.330946,28.97326,1005.638632,9.738181,11.844198
7/20/2019 10:49:41.843940249,83.406797,28.186952,1004.430944,18.524329,25.692038,694.995895,79.023373,28.817624,1005.557258,9.729007,11.854515
7/20/2019 10:49:42.843940249,83.472506,28.108847,1005.476671,19.936625,25.62183,695.200244,79.003318,28.829032,1005.102127,9.704648,11.854462
7/20/2019 10:49:43.843940249,83.531645,28.056352,1005.344438,19.330104,25.568806,695.129282,78.944127,28.770412,1005.17199,15.750295,11.880168
7/20/2019 10:49:44.843940249,83.406797,27.99496,1004.722064,19.257035,25.581583,695.179877,79.230831,28.951787,1005.511052,10.315106,11.849389
7/20/2019 10:49:45.843940249,83.209668,27.976674,1005.5653,19.053282,25.527416,694.594407,78.960476,28.814512,1004.974704,6.060746,11.875923
7/20/2019 10:49:46.843940249,83.354229,28.266929,1005.372193,21.140954,25.770288,698.203828,79.116128,28.865967,1005.003877,10.368026,11.836116
7/20/2019 10:49:47.843940249,83.295091,27.951138,1004.039684,19.639604,25.521457,696.834444,78.922758,28.923561,1004.425424,5.544605,11.846564
7/20/2019 10:49:48.843940249,83.511932,28.117113,1003.874174,19.435961,25.546478,697.667638,79.086927,28.946495,1005.686574,11.774185,11.832699
7/20/2019 10:49:49.843940249,83.255665,27.988416,1004.142032,19.127464,25.547009,697.2379,78.972566,28.896066,1004.835765,11.177872,11.84408
7/20/2019 10:49:50.843940249,83.380513,28.157117,1006.616232,20.345736,25.710774,697.825339,79.128113,28.776116,1005.372112,17.294788,11.867709
7/20/2019 10:49:51.843940249,83.189956,28.007782,1005.556864,19.370727,25.584685,696.834444,79.072287,28.79251,1005.487395,11.373058,11.878959
7/20/2019 10:49:52.843940249,83.439651,28.042183,1005.305879,19.51868,25.613054,697.049971,79.306975,29.038008,1005.612139,12.705328,11.859995
7/20/2019 10:49:53.843940249,83.485648,28.064618,1005.516254,19.466797,25.540968,696.560439,79.114605,28.73607,1004.798704,15.407602,11.854554
7/20/2019 10:49:54.843940249,83.590783,28.161117,1006.987384,20.354722,25.751797,699.389883,79.213983,28.880805,1004.944582,12.185525,11.827482
7/20/2019 10:49:55.843940249,83.426509,28.044985,1005.582253,19.080409,25.599094,697.934423,79.065611,28.787324,1005.408387,11.103983,11.856985
7/20/2019 10:49:56.843940249,83.387084,28.085855,1006.57026,19.398534,25.562357,698.283337,79.089187,28.889113,1005.688939,17.04379,11.849981
7/20/2019 10:49:57.843940249,83.380513,27.993164,1004.007906,18.983249,25.4957,695.945393,79.238454,28.814512,1004.865573,7.340096,11.874976
7/20/2019 10:49:58.843940249,83.584212,28.125411,1004.698644,20.228561,25.648729,698.126289,79.302664,28.831731,1004.969024,11.322759,11.863635
7/20/2019 10:49:59.843940249,83.610496,28.050481,1004.739331,19.440823,25.590073,697.598645,79.238506,28.787842,1005.032264,15.294938,11.877618
7/20/2019 10:50:00.843940249,83.465935,28.07004,1005.314158,19.18673,25.554112,699.128361,79.33962,28.926778,1005.426049,11.692703,11.861375
7/20/2019 10:50:01.843940249,83.209668,27.971103,1005.275284,19.094401,25.577256,697.64924,79.102067,28.821772,1004.985429,9.924463,11.835012
7/20/2019 10:50:02.843940249,83.485648,28.2344,1005.925731,20.45209,25.706529,701.269176,79.019272,28.835255,1005.43756,13.667653,11.85939
7/20/2019 10:50:03.843940249,83.584212,28.214435,1006.721972,19.879856,25.456881,696.143174,78.657922,28.766158,1005.621127,11.034296,11.820714
7/20/2019 10:50:04.843940249,83.715631,28.100698,1005.399476,19.885494,25.642239,701.922986,79.260479,28.938293,1005.608195,17.63355,11.850585
7/20/2019 10:50:05.843940249,83.459364,28.066746,1004.90153,19.470906,25.590073,700.777012,79.069527,28.795208,1005.524613,16.382762,11.86399
7/20/2019 10:50:06.843940249,83.413368,28.198769,1006.024452,20.006241,25.617911,702.350093,79.14688,28.789811,1005.19454,14.910848,11.840624
7/20/2019 10:50:07.843940249,83.354229,27.992415,1005.545982,19.137651,25.50219,700.795411,79.110004,28.767713,1004.906892,6.715222,11.878485
7/20/2019 10:50:08.843940249,83.439651,27.972001,1005.573185,18.915571,25.478434,700.641647,79.280691,28.925847,1004.940323,5.023492,11.803103
7/20/2019 10:50:09.843940249,83.492219,28.008905,1004.437882,19.012259,25.581256,702.536054,79.225968,28.868053,1004.909414,6.96753,11.859758
7/20/2019 10:50:10.843940249,83.518503,28.08701,1006.546764,19.472796,25.593747,704.241216,79.204153,28.832874,1005.187759,13.447837,11.881193
7/20/2019 10:50:11.843940249,83.347658,28.035339,1005.792076,19.297562,25.564275,703.492783,79.103486,28.749658,1005.132564,14.86552,11.87612
7/20/2019 10:50:12.843940249,83.242523,28.024945,1004.745245,19.224687,25.583828,704.196536,79.140099,28.885377,1004.869517,8.334643,11.855776
7/20/2019 10:50:13.843940249,83.43308,28.102676,1004.977936,19.4274,25.574194,703.987577,79.257614,28.822185,1005.286166,14.102312,11.870469
7/20/2019 10:50:14.843940249,83.794482,28.250515,1005.867696,19.153573,25.392265,702.083971,79.123436,28.930927,1005.893956,9.628138,11.828835
7/20/2019 10:50:15.843940249,83.321374,28.061624,1005.699269,19.396532,25.554071,704.638756,79.00918,28.780995,1004.992996,14.949623,11.882533
7/20/2019 10:50:16.843940249,83.367371,28.024122,1004.969419,19.15946,25.583787,704.377234,78.998745,28.875937,1005.11711,8.193688,11.858155
7/20/2019 10:50:17.843940249,83.610496,28.061923,1005.7383,19.186979,25.529131,704.525736,78.881177,28.792615,1005.005928,12.119499,11.880325
7/20/2019 10:50:18.843940249,83.439651,28.014551,1005.507975,19.078046,25.50619,704.872681,78.896527,28.772486,1004.879134,10.109436,11.878656
7/20/2019 10:50:19.843940249,83.603925,28.035339,1005.075791,19.127855,25.500802,704.906194,78.960528,28.788361,1004.998833,12.184215,11.875252
7/20/2019 10:50:20.843940249,83.492219,28.054556,1004.413596,19.383285,25.567378,706.594273,79.046555,28.806935,1005.627279,9.093919,11.837272
7/20/2019 10:50:21.843940249,83.3608,28.029693,1006.790888,19.297562,25.53709,706.478621,79.071735,28.821148,1005.259987,15.664882,11.868392
7/20/2019 10:50:22.843940249,83.439651,27.971402,1005.054422,19.054595,25.50615,706.000257,79.119834,28.878424,1005.079892,5.955946,11.878564
7/20/2019 10:50:23.843940249,83.610496,28.034067,1005.022566,19.095618,25.549785,706.113278,79.215087,28.874275,1004.924554,6.776005,11.850914
7/20/2019 10:50:24.843940249,83.347658,27.996564,1004.735548,19.143073,25.581256,706.705978,79.203049,28.870952,1005.119003,9.935988,11.872782
7/20/2019 10:50:25.843940249,83.406797,28.077515,1005.199193,19.243716,25.550397,706.707947,79.230936,28.793134,1005.257622,13.842411,11.862741
7/20/2019 10:50:26.843940249,83.544786,27.939546,1004.973206,18.903566,25.506435,705.639513,79.299852,28.868571,1004.932442,4.621055,11.868011
7/20/2019 10:50:27.843940249,83.577641,27.987218,1003.580295,18.972381,25.536478,705.962145,79.326636,28.879673,1004.972811,5.73613,11.868024
7/20/2019 10:50:28.843940249,83.262236,27.951587,1005.443002,18.451797,25.62036,705.351046,78.960081,28.742811,1005.012551,11.587902,11.870259
7/20/2019 10:50:29.843940249,83.531645,28.061998,1005.548347,19.370823,25.543009,706.49242,79.20736,28.798013,1005.172147,14.418026,11.877697
7/20/2019 10:50:30.843940249,83.669634,28.030067,1006.714402,19.435537,25.547254,707.135716,79.183678,28.798532,1005.110801,14.252441,11.870285
7/20/2019 10:50:31.843940249,83.373942,27.967852,1005.624991,18.440865,25.558887,705.898404,79.252647,28.781408,1005.288688,9.081084,11.851137
7/20/2019 10:50:32.843940249,83.459364,27.997612,1005.069482,18.923453,25.492557,707.229023,79.104275,28.869502,1004.990002,5.800845,11.868774
7/20/2019 10:50:33.843940249,83.623638,28.003708,1005.923838,18.906521,25.488312,707.340728,78.999849,28.838377,1004.863365,6.805877,11.86491
7/20/2019 10:50:34.843940249,83.334516,27.98262,1005.227027,18.981199,25.555459,708.506416,78.970306,28.872201,1005.279071,7.230052,11.874424
7/20/2019 10:50:35.843940249,83.439651,28.04091,1005.447338,19.114055,25.523743,708.80605,78.837389,28.810152,1005.00372,11.706848,11.878065
7/20/2019 10:50:36.843940249,83.518503,28.008081,1005.731125,18.965485,25.510109,708.370397,78.990071,28.88434,1005.016495,6.346588,11.873478
7/20/2019 10:50:37.843940249,83.630209,28.187626,1004.295399,19.452741,25.523743,710.269404,79.02629,28.831731,1005.49812,16.089057,11.857445
7/20/2019 10:50:38.843940249,83.275378,28.018475,1005.298546,19.371272,25.570766,711.550081,79.108348,28.866698,1005.292318,13.214916,11.880825
7/20/2019 10:50:39.843940249,83.459364,27.98247,1005.138793,18.972381,25.527416,710.138638,79.119282,28.884964,1005.128149,6.76186,11.869614
7/20/2019 10:50:40.843940249,83.63678,27.982246,1004.286883,18.882085,25.529988,711.457426,79.075546,28.907686,1004.870303,8.94144,11.834368
7/20/2019 10:50:41.843940249,83.492219,28.018999,1004.408471,19.512874,25.584113,712.482496,79.117179,28.845013,1005.531237,11.951294,11.879116
7/20/2019 10:50:42.843940249,83.400226,28.015,1004.837581,18.98924,25.511578,712.54689,79.063008,28.81067,1005.050241,7.892391,11.839178
7/20/2019 10:50:43.843940249,83.511932,27.99881,1003.92314,18.675095,25.50166,712.592885,79.024082,28.911835,1004.58407,8.30111,11.836274
7/20/2019 10:50:44.843940249,83.577641,28.071494,1006.289393,19.60973,25.56399,715.595154,79.092551,28.894299,1005.286009,13.50731,11.875831
7/20/2019 10:50:45.843940249,83.702489,28.087684,1005.828585,19.463201,25.573909,715.45782,79.137996,28.821772,1005.356501,15.439824,11.880246
7/20/2019 10:50:46.843940249,83.459364,28.025095,1003.872361,19.064518,25.452065,716.018977,79.238506,28.853522,1004.71733,7.259924,11.844343
7/20/2019 10:50:47.843940249,83.268807,28.066896,1003.946245,19.285517,25.498231,715.690429,79.225811,28.855702,1004.867938,6.37777,11.847326
7/20/2019 10:50:48.843940249,83.544786,28.045359,1004.15181,19.295913,25.526028,717.057845,79.122489,28.793653,1005.067431,15.686891,11.875541
7/20/2019 10:50:49.843940249,83.623638,28.03504,1005.068773,19.163392,25.5226,716.545968,79.077596,28.791684,1004.91383,10.926874,11.87608
7/20/2019 10:50:50.843940249,83.682776,28.019299,1005.149123,19.012018,25.486026,716.074171,78.972514,28.842832,1004.881027,7.181064,11.843489
7/20/2019 10:50:51.843940249,83.761628,28.056127,1004.575163,19.224703,25.550397,717.306884,79.025186,28.815232,1005.163631,15.213456,11.864647
7/20/2019 10:50:52.843940249,83.419939,28.041135,1004.901844,19.425141,25.624401,716.955339,79.151033,28.858919,1005.294683,10.130134,11.880062
7/20/2019 10:50:53.843940249,83.426509,28.076467,1005.413274,19.333412,25.550397,717.239206,79.088793,28.821148,1005.343254,14.508411,11.845696
7/20/2019 10:50:54.843940249,83.452793,28.0611,1006.38504,19.443987,25.499945,717.887102,79.070131,28.876244,1004.911465,17.258363,11.835814
7/20/2019 10:50:55.843940249,83.590783,28.082786,1005.300754,19.32344,25.521212,717.268772,79.136892,28.791472,1005.316918,15.728287,11.874319
7/20/2019 10:50:56.843940249,83.63678,28.065923,1006.034387,19.31914,25.549254,717.06836,79.222866,28.829657,1005.229235,15.539383,11.881771
7/20/2019 10:50:57.843940249,83.663063,28.009204,1004.784986,19.182917,25.524926,715.963782,79.249388,28.887875,1005.115374,7.650567,11.840151
