,,,,,,,,,,,
Time stamp,Inside_humidity (in %rH),Inside_temperature (in �C),Inside_pressure (in mbar),Soil_moisture (in %VWC),Soil_temperature (in �C),Inside_CO2_ratio (in ppm),Outside_humidity (in %rH),Outside_temperature (in �C),Outside_pressure (in mbar),Outside_PAR (in �mol m^-2 s^-1),Power_box_charge (in V)
6/15/2019 15:34:24.683364349,84.602708,25.627494,1004.806829,43.305604,25.441493,488.206798,83.839375,25.842307,1002.068714,7.91571,12.163072
6/15/2019 15:34:25.683364349,84.75384,25.752117,1003.815036,43.915076,25.311281,489.064305,83.722149,25.880798,1002.011155,19.872603,12.109966
6/15/2019 15:34:26.683364349,84.68813,25.606107,1005.924075,43.499509,25.415696,488.330333,83.626897,25.817405,1002.039856,7.054254,12.144463
6/15/2019 15:34:27.683364349,84.681559,25.661446,1006.567501,44.490998,25.529661,488.716044,83.869627,25.81044,1002.428118,16.315425,12.139838
6/15/2019 15:34:28.683364349,84.609279,25.549987,1005.527293,42.916801,25.372958,488.135173,83.848548,25.751408,1002.243608,14.058295,12.147381
6/15/2019 15:34:29.683364349,84.464718,25.562328,1003.320873,42.93752,25.390592,486.321588,83.838114,25.791148,1001.755045,14.354621,12.153518
6/15/2019 15:34:30.683364349,84.727556,25.627943,1004.303126,43.484363,25.409491,487.908479,83.594095,25.81097,1002.11855,7.605239,12.15273
6/15/2019 15:34:31.683364349,84.445006,25.575299,1004.731761,42.935756,25.352835,485.913532,83.683485,25.744042,1001.710097,15.170749,12.14993
6/15/2019 15:34:32.683364349,84.806407,25.565878,1005.777016,42.988956,25.373815,486.854495,83.768646,25.790629,1002.094579,13.626257,12.153584
6/15/2019 15:34:33.683364349,84.491002,25.580796,1004.431653,42.777091,25.372101,486.720445,83.409109,25.740825,1001.727444,14.226501,12.149562
6/15/2019 15:34:34.683364349,84.852404,25.654528,1005.885673,43.169156,25.423655,486.932688,83.659305,25.833174,1001.703316,11.728857,12.14859
6/15/2019 15:34:35.683364349,84.569853,25.607679,1003.890418,43.006887,25.391082,487.32103,83.723201,25.780152,1001.539304,14.023452,12.151915
6/15/2019 15:34:36.683364349,84.931255,25.592462,1005.110644,43.348849,25.40696,489.207555,83.50657,25.844169,1002.339492,10.12227,12.151323
6/15/2019 15:34:37.683364349,84.747269,25.623121,1004.148893,43.154468,25.398715,489.245667,83.686088,25.797688,1002.179739,9.819663,12.155647
6/15/2019 15:34:38.683364349,84.589566,25.60723,1005.973041,43.218801,25.412879,489.551217,83.84458,25.831099,1002.267264,7.892391,12.158275
6/15/2019 15:34:39.683364349,84.885259,25.623046,1004.55553,43.210659,25.392755,489.086651,83.467091,25.783369,1002.206075,8.385213,12.157237
